,Cycle_Index,Discharge Time (m),Min. Voltage Charg. (V),Charging time (m),Battery ID,yhat,resid
70,72,36.176,3.397,151.01216666666667,1,35.97027969999505,0.20572030000495545
71,73,36.13766666666667,3.3989999999999996,150.80433333333335,1,35.9281531312932,0.20951353537346762
72,74,36.092333333333336,3.3989999999999996,150.45816666666667,1,35.88429143945764,0.20804189387569494
73,75,36.06283333333333,3.4010000000000002,150.4586666666667,1,35.85799627539627,0.20483705793706264
74,76,36.03633333333333,3.4010000000000002,150.13866666666667,1,35.81612300798355,0.22021032534978247
75,77,36.002833333333335,3.4010000000000002,150.01066666666665,1,35.78883996308748,0.21399337024585208
76,78,35.977666666666664,3.4010000000000002,150.39133333333334,1,35.80021087576157,0.17745579090509267
77,79,35.93233333333333,3.4019999999999997,149.46816666666666,1,35.70811406086003,0.22421927247330586
78,80,35.911500000000004,3.4019999999999997,149.57133333333334,1,35.69839754255302,0.2131024574469862
79,81,35.873666666666665,3.403,149.4325,1,35.665902799841874,0.20776386682479142
80,82,35.857,3.405,149.368,1,35.634668237532665,0.22233176246733422
81,83,35.832,3.403,149.3135,1,35.62174744174131,0.21025255825868783
82,84,35.808,3.404,148.83933333333334,1,35.563770470120886,0.24422952987911373
83,85,35.789833333333334,3.404,149.36700000000002,1,35.58631202190928,0.20352131142405483
84,86,35.76383333333333,3.405,149.04866666666666,1,35.54017694095991,0.22365639237342094
85,87,35.743,3.404,149.386,1,35.55264338624256,0.1903566137574444
86,88,35.708333333333336,3.405,149.1265,1,35.510979093963655,0.19735423936968033
87,89,35.78433333333333,3.653,150.11866666666668,1,34.480479081641256,1.3038542516920728
88,90,35.75266666666666,3.7310000000000003,150.4343333333333,1,34.14461034371276,1.6080563229538996
89,91,35.788000000000004,3.41,149.6218333333333,1,35.47400882811302,0.31399117188698256
90,92,35.75466666666667,3.406,149.56816666666666,1,35.46992828748779,0.2847383791788829
91,93,35.718666666666664,3.407,149.6235,1,35.45218841390156,0.2664782527651042
92,94,35.67550000000001,3.407,149.34116666666665,1,35.41317746444784,0.26232253555216545
93,95,35.648,3.407,149.16983333333334,1,35.38260148738656,0.2653985126134444
94,96,35.621833333333335,3.407,149.52866666666665,1,35.39231326885432,0.2295200644790114
95,97,35.5865,3.408,148.79166666666666,1,35.314363397139495,0.2721366028605061
96,98,35.55566666666667,3.408,149.07299999999998,1,35.318185896081,0.23748077058566963
97,99,35.5115,3.408,148.27550000000002,1,35.24002704923237,0.271472950767631
98,100,35.476,3.409,148.3625,1,35.22469354915148,0.2513064508485172
99,101,35.44949999999999,3.41,148.31716666666668,1,35.19930394084297,0.2501960591570267
100,102,35.42966666666667,3.411,148.55366666666666,1,35.19533105673207,0.2343356099345968
101,103,35.40683333333333,3.411,148.60833333333332,1,35.18192898742476,0.22490434590856978
102,104,35.36716666666667,3.411,147.91816666666668,1,35.111926480246886,0.2552401864197833
103,105,35.2,3.411,148.20983333333334,1,35.11653421685857,0.08346578314143471
104,106,35.3135,3.4130000000000003,148.20733333333334,1,35.090011080570356,0.22348891942964144
105,107,35.29366666666667,3.412,148.424,1,35.09330797628525,0.20035869038141385
106,108,35.251999999999995,3.4139999999999997,147.57083333333333,1,35.00214204856913,0.24985795143086875
107,109,35.2385,3.4139999999999997,148.30633333333333,1,35.040477009626834,0.19802299037316828
108,110,35.20516666666666,3.4139999999999997,147.84266666666664,1,34.98768640557406,0.21748026109260366
109,111,35.1865,3.4139999999999997,147.66766666666666,1,34.95683179579112,0.22966820420888467
110,112,35.01566666666667,3.415,146.10833333333332,1,34.81639220367947,0.19927446298719786
111,113,35.1635,3.674,148.06766666666667,1,33.81111479174836,1.3523852082516399
112,115,35.41016666666667,3.397,157.0991666666667,1,35.677917463164626,-0.26775079649795686
113,116,35.40266666666666,3.415,149.19733333333335,1,34.98090268702462,0.42176397964204426
114,117,35.363166666666665,3.415,149.18033333333332,1,34.962054614520994,0.40111205214567036
115,118,35.33283333333333,3.417,149.3275,1,34.946904759326486,0.3859285740068472
116,119,35.294999999999995,3.417,149.4245,1,34.93671963144212,0.35828036855787815
117,120,35.23733333333333,3.4189999999999996,148.879,1,34.86893352209902,0.36839981123431187
118,121,35.18516666666667,3.4189999999999996,148.63633333333334,1,34.83293687208885,0.35222979457781634
119,122,35.13066666666667,3.4210000000000003,148.65016666666668,1,34.80765491792445,0.3230117487422177
120,123,35.088,3.4210000000000003,148.29433333333333,1,34.763058648913585,0.32494135108641586
121,124,35.0485,3.4219999999999997,148.55366666666666,1,34.76082088675129,0.2876791132487071
122,125,35.00266666666666,3.423,148.04316666666668,1,34.70008291816156,0.30258374850509995
123,126,34.972833333333334,3.424,148.10133333333334,1,34.68255835167844,0.2902749816548962
124,127,34.926500000000004,3.425,147.61700000000002,1,34.62380880751156,0.3026911924884459
125,128,34.8865,3.424,147.43416666666664,1,34.5967474016879,0.28975259831209854
126,129,34.85333333333333,3.425,147.42083333333332,1,34.573789497132175,0.27954383620115664
127,130,34.81666666666667,3.426,147.33233333333334,1,34.545119621782156,0.27154704488451387
128,131,34.78183333333333,3.427,147.2485,1,34.51680436989609,0.2650289634372385
129,132,34.7425,3.426,146.78833333333333,1,34.46866819821506,0.2738318017849366
130,133,34.719833333333334,3.427,146.8718333333333,1,34.453068730536216,0.26676460279711733
131,134,34.69666666666667,3.428,146.939,1,34.43622808073356,0.260438585933116
132,135,34.66616666666666,3.427,146.79083333333335,1,34.41180102064208,0.25436564602458134
133,136,34.64533333333333,3.428,147.00333333333336,1,34.40600435871661,0.23932897461672553
134,137,34.61516666666667,3.427,146.62533333333334,1,34.36411209302577,0.2510545736409
135,138,34.64433333333333,3.68,148.29216666666667,1,33.362938177622134,1.2813951557111949
136,139,34.62033333333333,3.76,147.6436666666667,1,32.945024769470045,1.6753085638632825
137,140,34.67816666666667,3.4330000000000003,146.78699999999998,1,34.29739778472919,0.3807688819374775
138,141,34.65466666666667,3.429,147.14533333333333,1,34.32462542992094,0.3300412367457284
139,142,34.60933333333333,3.429,146.88133333333332,1,34.28700764407558,0.3223256892577524
140,143,34.57449999999999,3.429,146.824,1,34.265094611633565,0.3094053883664287
141,144,34.527,3.431,146.3,1,34.19894230324937,0.32805769675063345
142,145,34.50566666666667,3.43,146.80316666666667,1,34.224010546625806,0.28165612004086427
143,146,34.48383333333334,3.43,146.748,1,34.202262160792046,0.28157117254129105
144,147,34.46033333333333,3.431,146.7625,1,34.18141933189629,0.2789140014370446
145,148,34.419333333333334,3.43,146.4015,1,34.14081890882411,0.2785144245092255
146,149,34.3865,3.431,146.76716666666667,1,34.1466614955903,0.2398385044096969
147,150,34.349000000000004,3.432,146.27700000000002,1,34.08746867209349,0.26153132790651057
148,151,34.30783333333333,3.4330000000000003,145.72299999999998,1,34.02342510621484,0.28440822711849023
149,152,34.280166666666666,3.4330000000000003,145.65833333333333,1,34.000954808329475,0.27921185833719164
150,153,34.270833333333336,3.4330000000000003,146.35516666666666,1,34.036351460685914,0.2344818726474216
151,154,34.24016666666667,3.4339999999999997,146.06466666666665,1,33.99233145539652,0.24783521127015007
152,155,34.213499999999996,3.4339999999999997,145.57700000000003,1,33.937717073529164,0.275782926470832
153,156,34.199,3.435,146.21033333333335,1,33.96389984897742,0.23510015102257853
154,157,34.17133333333334,3.435,145.8115,1,33.916035978048754,0.25529735528458275
155,158,34.151500000000006,3.435,146.21033333333335,1,33.928787389207486,0.22271261079252014
156,159,34.125,3.435,146.10316666666668,1,33.903087484775476,0.22191251522452404
157,160,34.09166666666667,3.437,145.78533333333334,1,33.85260193442346,0.23906473224320735
158,161,34.06466666666667,3.4360000000000004,145.33233333333334,1,33.80501036306207,0.2596563036046007
159,162,34.06466666666667,3.6910000000000003,146.83233333333334,1,32.782381729274796,1.2822849373918714
160,163,34.39366666666667,3.778,147.28900000000002,1,32.41773150304295,1.975935163623717
161,164,34.399,3.437,147.41066666666666,1,33.9058873013266,0.4931126986734
162,165,34.340333333333334,3.437,147.17166666666665,1,33.87016928403811,0.4701640492952208
163,166,34.281666666666666,3.437,146.53966666666665,1,33.80458690503585,0.47707976163081867
164,167,34.2395,3.437,146.97966666666667,1,33.820466601751534,0.41903339824846597
165,168,34.186166666666665,3.438,146.49016666666665,1,33.76132443874957,0.4248422279170967
166,169,34.13016666666667,3.438,146.0385,1,33.70944572360409,0.4207209430625767
167,170,34.089666666666666,3.44,146.22766666666666,1,33.6974874795851,0.39217918708156674
168,171,34.0395,3.4410000000000003,145.68800000000002,1,33.63453311434572,0.4049668856542752
169,172,33.99516666666667,3.4410000000000003,145.66833333333335,1,33.61548239986269,0.37968426680397727
170,173,33.94833333333334,3.4419999999999997,145.83950000000002,1,33.60654478725655,0.3417885460767849
171,174,33.921166666666664,3.4419999999999997,145.79733333333334,1,33.585784281072364,0.33538238559430056
172,175,33.89116666666667,3.443,145.52483333333333,1,33.54313210914389,0.3480345575227801
173,176,33.86666666666667,3.443,145.339,1,33.51145426631963,0.3552124003470354
174,177,33.83566666666667,3.443,144.73883333333333,1,33.448290925946445,0.3873757407202234
175,178,33.8,3.444,145.10600000000002,1,33.45424749882605,0.34575250117394773
176,179,33.7675,3.444,145.08533333333335,1,33.435120793600746,0.3323792063992528
177,180,33.73966666666667,3.444,145.136,1,33.42141476132434,0.31825190534232917
178,181,33.7125,3.445,145.218,1,33.405701307532084,0.3067986924679147
179,182,33.6795,3.445,144.97033333333331,1,33.369324703810534,0.31017529618946327
180,183,33.67316666666667,3.445,145.15266666666668,1,33.3656241192669,0.3075425473997697
181,184,33.649,3.445,145.02683333333334,1,33.33850572097911,0.31049427902089377
182,185,33.63466666666667,3.446,145.17700000000002,1,33.3279723027852,0.3066943638814692
183,186,33.617666666666665,3.697,146.111,1,32.27988676796584,1.3377798987008234
184,187,33.60366666666667,3.773,146.04016666666666,1,31.923424537695933,1.680242128970736
185,188,33.69683333333333,3.451,145.06199999999998,1,33.24462235389988,0.45221097943345256
186,189,33.67966666666667,3.447,145.32916666666668,1,33.26492217642095,0.4147444902457167
187,190,33.6375,3.446,145.249,1,33.245662486804115,0.3918375131958882
188,191,33.602,3.446,144.9921666666667,1,33.208589301278394,0.3934106987216026
189,192,33.569833333333335,3.447,144.86566666666667,1,33.177031777721965,0.39280155561137065
190,193,33.539,3.448,144.96816666666666,1,33.16287613414633,0.3761238658536712
191,194,33.50366666666667,3.448,144.85516666666666,1,33.13673295038438,0.3669337162822899
192,195,33.467166666666664,3.448,144.6755,1,33.10552371713748,0.36164294952918397
193,196,33.43966666666667,3.449,144.35316666666668,1,33.059084673219026,0.38058199344764176
194,197,33.405166666666666,3.449,144.41516666666666,1,33.046239869355055,0.3589267973116108
195,198,33.3875,3.449,144.59316666666666,1,33.0422099915949,0.34529000840510093
196,199,33.35366666666667,3.45,144.38966666666664,1,33.004801180883355,0.348865485783314
197,200,33.33016666666666,3.451,144.53283333333331,1,32.99373582749354,0.33643083917312566
198,201,33.3125,3.451,144.46983333333336,1,32.9713921808453,0.34110781915470056
199,202,33.28433333333333,3.451,144.67183333333332,1,32.969186080899725,0.3151472524336043
200,203,33.266666666666666,3.451,144.29116666666667,1,32.92270270845571,0.3439639582109564
201,204,33.2485,3.451,143.97183333333334,1,32.88088010153785,0.36761989846215215
202,205,33.22183333333333,3.451,143.9495,1,32.861626745075434,0.36020658825789553
203,206,33.202666666666666,3.451,144.00933333333333,1,32.84861729460321,0.3540493720634572
204,207,33.177,3.451,144.00733333333335,1,32.83090908323369,0.34609091676630754
205,208,33.16566666666667,3.4530000000000003,144.6865,1,32.85618630292907,0.3094803637375989
206,209,33.126,3.4530000000000003,143.5,1,32.74846705733576,0.37753294266423865
207,210,33.092666666666666,3.702,145.61866666666668,1,31.79918215141147,1.293484515255198
209,212,33.51466666666667,3.4339999999999997,156.43566666666666,1,33.762170110194305,-0.2475034435276342
210,213,33.57333333333334,3.458,146.0368333333333,1,32.84907566195294,0.7242576713803999
211,214,33.53816666666667,3.4560000000000004,146.08583333333334,1,32.844019907986976,0.6941467586796932
212,215,33.4885,3.458,145.64533333333333,1,32.78421282658266,0.7042871734173417
213,216,33.44433333333333,3.458,145.42016666666666,1,32.74954601456229,0.6947873187710414
214,217,33.3995,3.458,145.60966666666667,1,32.74639003033829,0.6531099696617133
215,218,33.344,3.458,145.20316666666668,1,32.69794356371886,0.6460564362811425
216,219,33.301833333333335,3.4589999999999996,145.11933333333334,1,32.669628311832795,0.632205021500539
217,220,33.254,3.46,145.30516666666665,1,32.661805230113345,0.5921947698866532
218,221,33.207,3.46,144.85750000000002,1,32.610230477936966,0.5967695220630347
219,222,33.163666666666664,3.46,144.73433333333332,1,32.583314721628554,0.5803519450381103
220,223,33.1125,3.4610000000000003,144.17283333333336,1,32.51870122518285,0.5937987748171452
221,224,33.083666666666666,3.4610000000000003,144.46450000000002,1,32.52330896179453,0.5603577048721391
222,225,33.045833333333334,3.4610000000000003,143.74716666666666,1,32.45124203945153,0.5945912938818054
223,226,33.018166666666666,3.4610000000000003,144.24016666666665,1,32.47114924550775,0.5470174211589125
224,227,32.98016666666667,3.4619999999999997,143.70783333333333,1,32.40875214571171,0.5714145209549599
225,228,32.948166666666665,3.4610000000000003,144.2795,1,32.43902575493394,0.5091409117327288
226,229,32.90133333333333,3.4619999999999997,143.6745,1,32.37110666119931,0.5302266721340203
227,230,32.879666666666665,3.4619999999999997,144.03883333333334,1,32.38123639174958,0.4984302749170837
228,231,32.856,3.4819999999999998,144.00916666666666,1,32.27365647436823,0.5823435256317708
229,232,32.826499999999996,3.463,143.68466666666666,1,32.31482207931709,0.5116779206829065
230,233,32.811166666666665,3.463,144.1445,1,32.33220892575454,0.4789577409121222
231,234,32.77133333333333,3.463,143.281,1,32.24903468991581,0.5222986434175212
232,235,32.716166666666666,3.702,145.83333333333334,1,31.376589083628886,1.33957758303778
233,236,32.71566666666667,3.781,144.52349999999998,1,30.912808929359894,1.802857737306777
234,237,32.823,3.469,143.84433333333334,1,32.21284332976604,0.6101566702339625
235,238,32.801,3.464,143.66566666666668,1,32.203652411130314,0.5973475888696882
236,239,32.768166666666666,3.464,143.70200000000003,1,32.18885717821465,0.5793094884520187
237,240,32.717166666666664,3.464,143.49733333333333,1,32.15574817641089,0.5614184902557753
238,241,32.687,3.464,144.12550000000002,1,32.18592679779784,0.5010732022021571
239,242,32.641666666666666,3.465,143.60883333333334,1,32.12472021963076,0.516946447035906
240,243,32.606833333333334,3.466,143.59433333333334,1,32.10167365920904,0.5051596741242932
241,244,32.58383333333333,3.466,143.66616666666667,1,32.089576097644105,0.49425723568922564
242,245,32.56033333333333,3.465,143.352,1,32.052534574335105,0.5077987589982271
243,246,32.518166666666666,3.466,143.2313333333333,1,32.021420330108604,0.49674633655806133
244,247,32.503166666666665,3.466,143.59583333333333,1,32.03156272578259,0.47160394088407287
245,248,32.477,3.466,143.34900000000002,1,31.995249447679615,0.48175055232038133
246,249,32.4485,3.466,142.93533333333335,1,31.946258380740552,0.5022416192594505
247,250,32.423500000000004,3.467,143.55200000000002,1,31.97117464381757,0.45232535618243475
248,251,32.39733333333333,3.467,143.20983333333334,1,31.927616914951113,0.469716418382216
249,252,32.374,3.468,142.81516666666667,1,31.875681207341483,0.4983187926585195
250,253,32.35733333333334,3.468,142.611,1,31.842610200908872,0.5147231324244643
251,254,32.338499999999996,3.467,142.81933333333333,1,31.845273840438143,0.49322615956185345
252,255,32.30983333333333,3.467,142.237,1,31.783465668302167,0.5263676650311631
253,256,32.288,3.468,142.98066666666668,1,31.81803275564801,0.469967244351988
254,257,32.26033333333333,3.468,143.06199999999998,1,31.806657106134676,0.4536762271986525
255,258,32.2,3.47,143.01466666666664,1,31.77672705156784,0.4232729484321638
256,259,32.14366666666667,3.7089999999999996,144.51766666666666,1,30.824541826387858,1.3191248402788105
257,260,32.27366666666667,3.787,143.53916666666666,1,30.390328402832836,1.883338263833835
258,261,32.28,3.472,143.44966666666667,1,31.748337405254667,0.5316625947453346
259,262,32.323166666666665,3.471,143.55783333333332,1,31.74338930543281,0.5797773612338553
260,263,32.299166666666665,3.469,143.53066666666666,1,31.732545589930286,0.5666210767363786
261,264,32.247499999999995,3.469,142.94566666666665,1,31.67053477581491,0.5769652241850842
262,265,32.23733333333333,3.471,143.28699999999998,1,31.67013978974532,0.5671935435880116
263,266,32.2,3.47,143.24650000000003,1,31.653894399572028,0.5461056004279747
264,267,32.17766666666667,3.47,143.45066666666668,1,31.651852946234712,0.5258137204319553
265,268,32.12,3.471,142.67466666666667,1,31.57093943557119,0.5490605644288067
266,269,32.10333333333333,3.471,143.031,1,31.580461240183265,0.5228720931500668
267,270,32.06516666666667,3.4730000000000003,142.39083333333335,1,31.50548134057154,0.5596853260951313
268,271,32.0395,3.471,142.77333333333334,1,31.52576849915402,0.513731500845978
269,272,32.017,3.471,142.47616666666667,1,31.485630353689903,0.5313696463101003
270,273,31.992666666666665,3.472,142.78933333333333,1,31.487483426486694,0.5051832401799707
271,274,31.968666666666664,3.4730000000000003,142.55316666666667,1,31.44759225152753,0.5210744151391324
272,275,31.939833333333336,3.4730000000000003,142.632,1,31.43602662515851,0.5038067081748245
273,276,31.91283333333333,3.4730000000000003,142.2945,1,31.392823519756003,0.5200098135773281
274,277,31.8885,3.4739999999999998,142.46516666666668,1,31.38384791177873,0.5046520882212704
275,278,31.866666666666667,3.4730000000000003,142.53383333333335,1,31.375898177637037,0.4907684890296302
276,279,31.834166666666665,3.4739999999999998,141.98783333333333,1,31.31246253769658,0.5217041289700859
277,280,31.816166666666668,3.475,141.8885,1,31.282969429305265,0.5331972373614029
278,281,31.801,3.475,142.1585,1,31.28593069983433,0.515069300165667
279,282,31.778666666666666,3.475,141.499,1,31.21825857541953,0.5604080912471368
280,283,31.733333333333334,3.7119999999999997,143.84433333333334,1,30.33885981502941,1.3944735183039256
281,284,31.786,3.7889999999999997,143.1625,1,29.931578776456178,1.8544212235438238
282,285,31.801,3.48,142.76666666666668,1,31.239978492852007,0.5610215071479914
283,286,31.805666666666664,3.478,142.23433333333332,1,31.1907467873773,0.6149198792893635
284,287,31.810333333333332,3.477,142.20783333333333,1,31.17556526759585,0.6347680657374823
285,288,31.783833333333334,3.4760000000000004,142.4245,1,31.178862163310736,0.6049711700225977
286,289,31.727666666666668,3.4760000000000004,142.05416666666667,1,31.1331640285369,0.594502638129768
287,290,31.682833333333335,3.478,141.61566666666667,1,31.073508928617137,0.6093244047161974
288,291,31.675,3.478,142.21983333333336,1,31.1018637721895,0.573136227810501
289,292,31.643666666666665,3.4789999999999996,142.44016666666667,1,31.096662371078512,0.5470042955881524
290,293,31.612000000000002,3.4789999999999996,141.83016666666666,1,31.03275178840628,0.5792482115937219
291,294,31.599,3.4789999999999996,142.28133333333332,1,31.04948004841069,0.5495199515893106
292,295,31.575499999999998,3.4789999999999996,141.83383333333333,1,30.997917961358027,0.577582038641971
293,296,31.558833333333332,3.4789999999999996,142.362,1,31.02049750851755,0.5383358248157819
294,297,31.515666666666668,3.478,141.8093333333333,1,30.96533219317615,0.5503344734905191
295,298,31.4995,3.48,142.04683333333332,1,30.957046835033758,0.5424531649662434
296,299,31.4745,3.48,141.54116666666667,1,30.90106461980547,0.5734353801945282
297,300,31.446833333333334,3.48,141.53483333333332,1,30.883027115219434,0.5638062181138999
298,301,31.421833333333332,3.48,141.06866666666667,1,30.830046534310984,0.5917867990223478
299,302,31.424,3.48,141.97866666666667,1,30.88164187989554,0.5423581201044598
300,303,31.389,3.48,141.96466666666666,1,30.863021779618734,0.5259782203812655
301,304,31.358833333333333,3.4810000000000003,141.59216666666669,1,30.812770533462846,0.5460627998704872
302,305,31.321833333333334,3.4819999999999998,140.96033333333335,1,30.74281235481053,0.5790209785228058
303,306,31.294833333333333,3.4819999999999998,141.40316666666666,1,30.75890735862932,0.5359259747040142
304,307,31.232333333333333,3.714,143.36866666666668,1,29.8725871051676,1.3597462281657329
306,309,31.879,3.4739999999999998,158.49333333333334,1,32.04004083775447,-0.16104083775446654
307,310,31.987666666666666,3.486,143.74716666666666,1,30.84925087988507,1.1384157867815965
308,311,31.983,3.484,143.27466666666666,1,30.804565953823108,1.1784340461768927
309,312,31.947666666666667,3.484,142.73966666666666,1,30.746354676821444,1.2013119898452231
310,313,31.918333333333333,3.485,143.015,1,30.745332766535526,1.173000566797807
311,314,31.865000000000002,3.485,142.335,1,30.67610283190411,1.1888971680958917
312,315,31.828833333333332,3.485,142.5025,1,30.671275051350072,1.1575582819832597
313,316,31.780166666666666,3.485,141.86833333333334,1,30.60552802573955,1.1746386409271175
314,317,31.728,3.485,142.01816666666667,1,30.59935774207201,1.1286422579279929
315,318,31.898666666666667,3.486,142.22666666666666,1,30.59325711717743,1.3054095494892373
316,319,31.662333333333333,3.48,142.112,1,30.59331807082103,1.069015262512302
317,320,31.592499999999998,3.486,141.489,1,30.50208881985657,1.0904111801434269
318,321,31.548166666666667,3.486,141.36283333333333,1,30.47494509132134,1.0732215753453254
319,322,31.5085,3.487,141.38133333333332,1,30.454406225394667,1.0540937746053345
320,323,31.465833333333332,3.486,141.03516666666667,1,30.4149329983329,1.0509003350004313
321,324,31.4,3.487,141.37916666666666,1,30.41912911901648,0.9808708809835203
322,325,31.421833333333332,3.487,141.8336666666667,1,30.43611068149514,0.9857226518381914
323,326,31.3875,3.488,141.75516666666667,1,30.408200713567872,0.979299286432127
324,327,31.34733333333333,3.487,141.35466666666667,1,30.36459865617587,0.9827346771574632
325,328,31.322666666666667,3.488,141.4625,1,30.350848296559025,0.9718183701076413
326,329,31.2835,3.487,140.79350000000002,1,30.286842724866403,0.9966572751335967
327,330,31.255499999999998,3.488,141.252,1,30.29973978554038,0.9557602144596196
328,331,31.203333333333333,3.488,141.34033333333335,1,30.288896071222965,0.9144372621103685
329,332,31.082333333333334,3.7110000000000003,143.44983333333332,1,29.453014667612745,1.6293186657205894
330,333,31.142666666666667,3.7910000000000004,142.44016666666667,1,29.007655936375954,2.1350107302907126
331,334,31.245333333333335,3.4930000000000003,141.60416666666666,1,30.234333948535852,1.0109993847974827
332,335,31.2245,3.489,141.3156666666667,1,30.212408248599903,1.0120917514000958
333,336,31.181833333333334,3.489,140.8875,1,30.162315315897864,1.0195180174354697
334,337,31.1375,3.488,141.59799999999998,1,30.203138973172496,0.9343610268275029
335,338,31.079166666666666,3.49,141.06666666666666,1,30.13642939934495,0.9427372673217143
336,339,31.0485,3.49,141.02766666666668,1,30.115909530511292,0.9325904694887086
337,340,31.0125,3.491,140.77866666666665,1,30.07504314102627,0.9374568589737287
338,341,30.987000000000002,3.49,140.85,1,30.06729604886398,0.9197039511360217
339,342,30.962,3.491,140.65316666666666,1,30.03039384310093,0.9316061568990683
340,343,30.931333333333335,3.49,140.68233333333333,1,30.01944247463941,0.9118908586939263
341,344,30.904166666666665,3.491,140.2005,1,29.960882907328216,0.9432837593384491
342,345,30.873,3.491,140.21716666666669,1,29.944593189814487,0.9284068101855141
343,346,30.8365,3.491,139.92233333333334,1,29.90463235608234,0.9318676439176592
344,347,30.819333333333336,3.492,140.32700000000003,1,29.913438581797234,0.9058947515361027
